"Gene.symbol","Gene.chromosome.primaryIdentifier","Gene.chromosomeLocation.start","Gene.chromosomeLocation.end","Gene.chromosomeLocation.strand","Gene.featureType"
"CDC37","chrIV","790328","791848","1","ORF"
"CCM1","chrVII","790459","793053","-1","ORF"
"JIP3","chrXII","790669","791046","-1","ORF"
"MID2","chrXII","790676","791806","1","ORF"
"ANT1","chrXVI","791218","792204","-1","ORF"
"STB3","chrIV","792348","793889","-1","ORF"
"ESA1","chrXV","792531","793868","1","ORF"
"SCD6","chrXVI","792687","793736","1","ORF"
"PCA1","chrII","792849","796499","1","ORF"
"","chrXVI","793374","793781","-1","ORF"
"","chrXIII","793726","794667","1","ORF"
"NAT3","chrXVI","793911","794498","-1","ORF"
"","chrXII","793918","793989","1","tRNA gene"
"DGA1","chrXV","794076","795332","-1","ORF"
"","chrVII","794417","794489","1","tRNA gene"
"SNR61","chrXII","794486","794575","-1","snoRNA gene"
"","chrIV","794574","794723","-1","ORF"
"","chrVII","794655","794990","-1","ORF"
"RSR1","chrVII","794674","795492","-1","ORF"
"SNR55","chrXII","794697","794794","-1","snoRNA gene"
"SAP30","chrXIII","794919","795524","1","ORF"
"SNR57","chrXII","794937","795024","-1","snoRNA gene"
"RPS23B","chrXVI","794965","795767","1","ORF"
"RPS25B","chrXII","795573","795899","-1","ORF"
"ENV9","chrXV","795801","796793","-1","ORF"
"CUE1","chrXIII","795805","796416","1","ORF"
"SPN1","chrXVI","795978","797210","-1","ORF"
"","chrVII","796092","796745","1","ORF"
"SEC7","chrIV","796193","802222","-1","ORF"
"","chrXIII","796540","797925","-1","ORF"
"","chrXII","796698","797078","-1","ORF"
"GTO1","chrVII","796798","797868","-1","ORF"
"PHO89","chrII","796798","798522","-1","ORF"
"","chrXII","797178","797249","1","tRNA gene"
"NUP2","chrXII","797430","799592","1","ORF"
"TOM5","chrXVI","797557","797709","1","ORF"
"SRL1","chrXV","797676","798308","1","ORF"
"","chrXV","798013","798315","1","ORF"
"MSS18","chrXVI","798051","798857","1","ORF"
"RSN1","chrXIII","798518","801379","1","ORF"
"CYS4","chrVII","798543","800066","1","ORF"
"APC5","chrXV","798674","800731","-1","ORF"
"CTF4","chrXVI","799234","802017","1","ORF"
"SGD1","chrXII","799697","802396","-1","ORF"
"TYC1","chrII","800123","800242","-1","ORF"
"MAL33","chrII","800523","801929","1","ORF"
"PTI1","chrVII","800546","801823","1","ORF"
"CLP1","chrXV","800970","802307","-1","ORF"
"PPA2","chrXIII","801772","802704","1","ORF"
"","chrXVI","802325","802837","-1","ORF"
"RRP9","chrXVI","802359","804080","1","ORF"
"CHO2","chrVII","802440","805049","1","ORF"
"TUM1","chrXV","802550","803464","-1","ORF"
"MAL31","chrII","802631","804475","-1","ORF"
"VRP1","chrXII","802653","805106","-1","ORF"
"","chrIV","802731","802802","-1","tRNA gene"
"PRP24","chrXIII","802888","804222","-1","ORF"
"","chrIV","803195","804517","1","transposable element gene"
"TMA16","chrXV","803667","804203","1","ORF"
"OPI9","chrXII","804346","805203","1","ORF"
"NAT5","chrXV","804377","804907","1","ORF"
"","chrXIII","804455","804691","1","ORF"
"TMA23","chrXIII","804456","805091","1","ORF"
"","chrXVI","805001","810269","-1","transposable element gene"
"SEC63","chrXV","805032","807023","-1","ORF"
"","chrII","805035","805256","-1","ORF"
"MTR3","chrVII","805269","806021","-1","ORF"
"RRN9","chrXIII","805326","806423","-1","ORF"
"MAL32","chrII","805351","807105","1","ORF"
"","chrXII","805784","806335","-1","ORF"
"RPP0","chrXII","805887","806825","1","ORF"
"NSR1","chrVII","806412","807656","-1","ORF"
"HSP42","chrIV","806621","807748","1","ORF"
"URA10","chrXIII","806865","807548","-1","ORF"
"","chrVII","807073","807684","1","ORF"
"OSW1","chrXV","807271","808107","1","ORF"
"SPO77","chrXII","807385","808818","1","ORF"
"CDC65","chrXIII","808246","808317","-1","tRNA gene"
"TRE2","chrXV","808254","810683","-1","ORF"
"SUP35","chrIV","808324","810381","1","ORF"
"","chrII","808600","809097","-1","ORF"
"RTS3","chrVII","808629","809420","-1","ORF"
"","chrXVI","808947","810269","-1","transposable element gene"
"PAU24","chrII","809057","809419","1","ORF"
"SCS7","chrXIII","809623","810777","-1","ORF"
"FKS1","chrXII","809997","815627","1","ORF"
"","chrVII","810227","810505","1","ORF"
"COS2","chrII","810340","811479","-1","ORF"
"","chrXIII","810466","810579","1","ORF"
"ARG82","chrIV","810565","811632","-1","ORF"
"","chrXVI","810676","810749","1","tRNA gene"
"MEP3","chrXVI","810984","812453","-1","ORF"
"CDC31","chrXV","811008","811493","1","ORF"
"","chrXIII","811089","811196","1","ORF"
"ZDS1","chrXIII","811233","813980","-1","ORF"
"HNT3","chrXV","811671","812324","1","ORF"
"","chrVII","811738","813054","1","transposable element gene"
"","chrVII","811738","817051","1","transposable element gene"
"HMO1","chrIV","812110","812850","1","ORF"
"RPT4","chrXV","812395","813708","-1","ORF"
"LOA1","chrXVI","813156","814058","-1","ORF"
"RSM24","chrIV","813193","814152","-1","ORF"
"GCD1","chrXV","813984","815720","1","ORF"
"RCE1","chrXIII","814364","815311","-1","ORF"
"TAZ1","chrXVI","814391","815536","1","ORF"
"NGG1","chrIV","814452","816560","1","ORF"
"BUL1","chrXIII","815651","818581","-1","ORF"
"KAR3","chrXVI","815734","817923","-1","ORF"
"","chrXII","815810","815983","1","ORF"
"RPN8","chrXV","815915","816931","-1","ORF"
"GAS2","chrXII","816094","817761","1","ORF"
"UBC1","chrIV","816878","817525","1","ORF"
"GPN2","chrXV","817292","818335","1","ORF"
"","chrVII","817747","823015","-1","transposable element gene"
"SDH4","chrIV","817950","818495","1","ORF"
"","chrXVI","818130","818693","-1","ORF"
"RRP15","chrXVI","818323","819075","1","ORF"
"TRR4","chrXII","818609","818680","1","tRNA gene"
"CSN9","chrIV","818708","819196","-1","ORF"
"","chrXV","818757","819164","-1","ORF"
"DSK2","chrXIII","818827","819948","1","ORF"
"DSE3","chrXV","818866","820158","1","ORF"
"RPL26A","chrXII","819312","820142","1","ORF"
"NVJ3","chrIV","819433","820824","1","ORF"
"","chrXVI","819529","819602","1","tRNA gene"
"NOC4","chrXVI","819765","821423","-1","ORF"
"FCP1","chrXIII","820256","822454","1","ORF"
"RBL2","chrXV","820454","820774","1","ORF"
"","chrXII","820511","822040","1","ORF"
"PNT1","chrXV","821023","822294","1","ORF"
"SCC2","chrIV","821295","825776","1","ORF"
"","chrVII","821693","823015","-1","transposable element gene"
"SNR45","chrXVI","821732","821903","1","snoRNA gene"
"CIS1","chrXII","822287","822592","-1","ORF"
"HRK1","chrXV","822588","824867","-1","ORF"
"ASN1","chrXVI","822620","824338","1","ORF"
"PRM15","chrXIII","822763","824631","1","ORF"
"","chrVII","823482","823555","1","tRNA gene"
"KAP95","chrXII","823828","826413","-1","ORF"
"TIF4631","chrVII","824059","826917","1","ORF"
"","chrXVI","824690","824926","-1","ORF"
"ATR2","chrXIII","824729","826351","-1","ORF"
"","chrXII","824789","824929","1","ORF"
"","chrXVI","825347","825676","-1","ORF"
"","chrXV","825534","825932","-1","ORF"
"","chrXVI","825645","826559","-1","ORF"
"SAS4","chrIV","825910","827355","-1","ORF"
"PAC1","chrXV","826385","827869","1","ORF"
"","chrXVI","826833","828140","-1","ORF"
"DIC1","chrXII","826977","827873","-1","ORF"
"CAT8","chrXIII","827028","831329","-1","ORF"
"","chrXII","827521","828027","1","ORF"
"GTR2","chrVII","827552","828577","1","ORF"
"CDC1","chrIV","827582","829057","1","ORF"
"VPH1","chrXV","828052","830574","-1","ORF"
"","chrVII","828625","828960","1","ORF"
"","chrVII","828723","828794","-1","tRNA gene"
"ORM2","chrXII","828730","829380","1","ORF"
"MRPS35","chrVII","829116","830153","1","ORF"
"","chrIV","829151","829354","1","ORF"
"NIT3","chrXII","829489","830364","-1","ORF"
"PLP1","chrIV","829585","830277","1","ORF"
"NCE102","chrXVI","829918","830439","1","ORF"
"","chrIV","830397","830654","-1","ORF"
"TRS65","chrVII","830515","832197","1","ORF"
"ATC1","chrIV","830629","831513","-1","ORF"
"","chrXVI","830999","831520","1","ORF"
"SUE1","chrXVI","831055","831675","-1","ORF"
"FSF1","chrXV","831059","832042","-1","ORF"
"LUG1","chrXII","831116","833539","1","ORF"
"UPS3","chrIV","831934","832473","-1","ORF"
"URN1","chrXVI","832061","833458","-1","ORF"
"SNR8","chrXV","832332","832521","1","snoRNA gene"
"GPI12","chrXIII","832339","833253","1","ORF"
"CLC1","chrVII","832456","833157","1","ORF"
"YTM1","chrXV","832813","834195","1","ORF"
"SND1","chrIV","832859","835492","-1","ORF"
"PEX35","chrVII","833352","834482","-1","ORF"
"AEP2","chrXIII","833356","835098","-1","ORF"
"MAY24","chrXVI","833689","834245","1","ORF"
"BUD8","chrXII","834352","836163","1","ORF"
"TPO4","chrXV","834452","836431","-1","ORF"
"PIN3","chrXVI","834565","835212","1","ORF"
"PUS6","chrVII","834689","835903","-1","ORF"
"RIT1","chrXIII","835326","836867","-1","ORF"
"NCA2","chrXVI","835563","837413","-1","ORF"
"","chrIV","836228","836746","-1","ORF"
"TAL1","chrXII","836350","837357","-1","ORF"
"LSO2","chrVII","836387","836665","-1","ORF"
"CCT6","chrIV","836421","838061","1","ORF"
"PSD2","chrVII","837142","840558","1","ORF"
"MOD5","chrXV","837674","838960","1","ORF"
"TPO3","chrXVI","837909","839777","-1","ORF"
"SUP8","chrXIII","837928","838016","1","tRNA gene"
"ILV5","chrXII","838066","839253","-1","ORF"
"YKU70","chrXIII","838187","839995","1","ORF"
"SLY1","chrIV","838392","840392","1","ORF"
"RIM20","chrXV","839084","841069","-1","ORF"
"NGL2","chrXIII","840144","841691","-1","ORF"
"ATG33","chrXII","840321","840914","1","ORF"
"RVB1","chrIV","840604","841995","-1","ORF"
"MSM1","chrVII","840824","842551","-1","ORF"
"TDA6","chrXVI","841266","842669","1","ORF"
"RSC2","chrXII","841331","844000","1","ORF"
"CAF20","chrXV","841333","841818","1","ORF"
"","chrXV","841515","841823","-1","ORF"
"MRPL33","chrXIII","841942","842202","1","ORF"
"SNR31","chrXV","841958","842182","-1","snoRNA gene"
"HST4","chrIV","842337","843449","1","ORF"
"SNR5","chrXV","842403","842606","1","snoRNA gene"
"DSS1","chrXIII","842436","845345","-1","ORF"
"HEM4","chrXV","842817","843644","1","ORF"
"YIP1","chrVII","842845","843591","-1","ORF"
"CUR1","chrXVI","843262","844020","1","ORF"
"","chrXII","843487","844050","-1","ORF"
"NUP42","chrIV","843569","844861","-1","ORF"
"RFM1","chrXV","843698","844630","-1","ORF"
"RBG2","chrVII","843854","844960","1","ORF"
"ADE13","chrXII","844282","845730","1","ORF"
"","chrIV","844554","844952","1","ORF"
"","chrXVI","844709","846031","1","transposable element gene"
"","chrXVI","844709","849980","1","transposable element gene"
"FSH3","chrXV","844992","845792","-1","ORF"
"HSH155","chrXIII","845571","848486","1","ORF"
"","chrVII","845649","845719","1","tRNA gene"
"CBP4","chrVII","845893","846405","-1","ORF"
"MSS116","chrIV","845952","847946","-1","ORF"
"VPS38","chrXII","846103","847422","1","ORF"
"PLP2","chrXV","846269","847129","-1","ORF"
"","chrVII","846655","846741","1","ORF"
"ERG1","chrVII","846933","848423","-1","ORF"
"","chrXV","847000","847320","1","ORF"
"DCR2","chrXII","847388","849124","-1","ORF"
"","chrXV","847453","848145","1","ORF"
"","chrIV","848071","848223","1","ORF"
"HUA2","chrXV","848478","849209","1","ORF"
"REF2","chrIV","848599","850200","1","ORF"
"ABZ2","chrXIII","848685","849809","1","ORF"
"","chrVII","848720","849067","1","ORF"
"ATF2","chrVII","848829","850436","-1","ORF"
"","chrXII","849383","849679","-1","ORF"
"RDL1","chrXV","849635","850054","1","ORF"
"STE11","chrXII","849866","852019","1","ORF"
"HAS1","chrXIII","850074","851591","-1","ORF"
"CAB5","chrIV","850274","850999","-1","ORF"
"RDL2","chrXV","850280","850729","1","ORF"
"RRP36","chrXV","850937","851839","-1","ORF"
"","chrXVI","850989","856257","-1","transposable element gene"
"PBP1","chrVII","851047","853215","-1","ORF"
"CBS2","chrIV","851228","852397","1","ORF"
"","chrXIII","851422","851769","1","ORF"
"MPD1","chrXV","852121","853077","-1","ORF"
"NMD4","chrXII","852495","853151","-1","ORF"
"RKM2","chrIV","852533","853972","-1","ORF"
"TDA1","chrXIII","852630","854390","1","ORF"
"","chrXV","853357","854112","1","ORF"
"","chrXII","853461","853718","1","ORF"
"OKP1","chrVII","853675","854895","-1","ORF"
"GRX8","chrXII","854062","854391","1","ORF"
"","chrIV","854175","854540","1","ORF"
"","chrXV","854187","854259","-1","tRNA gene"
"VPS64","chrIV","854279","856093","-1","ORF"
"GOT1","chrXIII","854795","855293","1","ORF"
"","chrXVI","854935","856257","-1","transposable element gene"
"SNF2","chrXV","855147","860258","-1","ORF"
"","chrXII","855199","855531","1","ORF"
"RNR4","chrVII","855264","856301","-1","ORF"
"HER2","chrXIII","855399","856793","-1","ORF"
"","chrXII","855523","855645","-1","ORF"
"","chrXII","855538","855843","1","ORF"
"SPC19","chrIV","856317","856814","1","ORF"
"RPS22B","chrXII","856442","857317","1","ORF"
"RUF6","chrXVI","856570","857620","-1","ncRNA gene"
"SNR44","chrXII","856710","856920","1","snoRNA gene"
"RAV2","chrIV","856898","857953","-1","ORF"
"","chrXVI","856902","856974","1","tRNA gene"
"JNM1","chrXIII","856966","858087","1","ORF"
"","chrVII","857378","857491","-1","tRNA gene"
"MDM30","chrXII","857540","859336","1","ORF"
"KRE6","chrXVI","857583","859745","1","ORF"
"","chrIV","857682","857999","1","ORF"
"COQ4","chrIV","858137","859144","1","ORF"
"","chrXIII","858209","858568","1","ORF"
"TIM13","chrVII","858287","858604","1","ORF"
"","chrXIII","858297","858890","-1","ORF"
"","chrVII","858551","858904","-1","ORF"
"QCR9","chrVII","859063","859476","-1","ORF"
"LCB1","chrXIII","859215","860891","-1","ORF"
"MSC2","chrIV","859346","861520","1","ORF"
"SSQ1","chrXII","859552","861525","1","ORF"
"UBR1","chrVII","859901","865753","-1","ORF"
"","chrXVI","860314","860415","-1","ORF"
"","chrXVI","860379","860449","1","tRNA gene"
"YPK9","chrXV","861175","865593","1","ORF"
"GPH1","chrXVI","861306","864014","1","ORF"
"ARC18","chrXII","861718","862254","-1","ORF"
"PRC1","chrXIII","861922","863520","1","ORF"
"","chrXVI","861934","862014","1","ORF"
"EBS1","chrIV","862054","864708","1","ORF"
"","chrXVI","862577","862861","-1","ORF"
"ROM2","chrXII","862714","866784","1","ORF"
"LIP1","chrXIII","863819","864271","1","ORF"
"DYN3","chrXIII","864412","865350","-1","ORF"
"SGV1","chrXVI","864449","866422","-1","ORF"
"UME6","chrIV","865012","867522","-1","ORF"
"ADE4","chrXIII","865559","867091","-1","ORF"
"","chrXV","865653","866582","-1","ORF"
"TYS1","chrVII","866336","867520","-1","ORF"
"ORC4","chrXVI","866715","868304","-1","ORF"
"RPS10A","chrXV","867098","867852","1","ORF"
"ELO3","chrXII","867354","868391","1","ORF"
"ATM1","chrXIII","867555","869627","-1","ORF"
"TFG1","chrVII","867774","869981","1","ORF"
"","chrXV","867998","868147","-1","ORF"
"MSS4","chrIV","868224","870563","1","ORF"
"RRS1","chrXV","868340","868951","1","ORF"
"TIF3","chrXVI","868645","869955","-1","ORF"
"VID22","chrXII","868662","871367","-1","ORF"
"UAF30","chrXV","869208","869894","1","ORF"
"YME2","chrXIII","870073","872625","-1","ORF"
"","chrXV","870202","874071","1","ORF"
"HGH1","chrVII","870232","871416","-1","ORF"
"MMS1","chrXVI","870703","874926","1","ORF"
"","chrIV","871036","871449","-1","ORF"
"CPP2","chrIV","871074","871301","1","ORF"
"","chrXII","871453","871842","-1","ORF"
"STP3","chrXII","871697","872728","1","ORF"
"BUB1","chrVII","872044","875109","-1","ORF"
"","chrIV","872112","873428","1","transposable element gene"
"","chrIV","872112","877425","1","transposable element gene"
"PSY3","chrXII","872826","873554","-1","ORF"
"ADH2","chrXIII","873291","874337","-1","ORF"
"FBP1","chrXII","873746","874792","-1","ORF"
"TIM18","chrXV","874743","875321","-1","ORF"
"UBP15","chrXIII","874987","878679","1","ORF"
"RHO1","chrXVI","875368","875997","1","ORF"
"","chrXII","875376","875471","1","tRNA gene"
"MUM3","chrXV","875599","877038","1","ORF"
"SEC61","chrXII","875736","877178","-1","ORF"
"MRP2","chrXVI","876282","876629","-1","ORF"
"","chrVII","876394","876466","1","tRNA gene"
"CRH1","chrVII","876669","878192","-1","ORF"
"MET16","chrXVI","876847","877632","-1","ORF"
"","chrXII","876922","877296","1","ORF"
"MBF1","chrXV","877230","877685","-1","ORF"
"","chrXII","877444","877716","1","ORF"
"NUT2","chrXVI","878076","878549","1","ORF"
"CSR1","chrXII","878282","879508","1","ORF"
"BUD7","chrXV","878435","880675","1","ORF"
"","chrIV","878659","883927","-1","transposable element gene"
"JIP5","chrXVI","878690","880168","1","ORF"
"","chrVII","878710","878815","-1","tRNA gene"
"","chrXIII","878780","879130","-1","ORF"
"SCW10","chrXIII","879063","880232","-1","ORF"
"CTF3","chrXII","879723","881924","1","ORF"
"","chrVII","880296","880661","-1","ORF"
"","chrXVI","880296","880369","-1","tRNA gene"
"HIP1","chrVII","880420","882231","1","ORF"
"","chrXV","880575","880883","1","ORF"
"RAX1","chrXV","880965","882272","1","ORF"
"FKS3","chrXIII","881159","886516","1","ORF"
"NAM2","chrXII","882067","884751","-1","ORF"
"","chrIV","882605","883927","-1","transposable element gene"
"","chrXV","882765","882842","1","ORF"
"TDH3","chrVII","882812","883810","-1","ORF"
"CPA1","chrXV","882899","884134","1","ORF"
"","chrXVI","882983","883318","-1","ORF"
"","chrXVI","883239","883457","1","ORF"
"","chrXVI","883239","883595","1","ORF"
"","chrXVI","883378","883563","1","ORF"
"BSP1","chrXVI","883828","885558","1","ORF"
"","chrIV","884361","884493","1","tRNA gene"
"PDX1","chrVII","884509","885741","-1","ORF"
"ISW2","chrXV","884514","887876","1","ORF"
"GCD6","chrIV","884727","886865","1","ORF"
"SMC6","chrXII","885288","888632","1","ORF"
"","chrXVI","885796","886398","1","ORF"
"XKS1","chrVII","886073","887875","-1","ORF"
"","chrXIII","886183","886572","-1","ORF"
"VPS4","chrXVI","886524","887837","-1","ORF"
"GAS1","chrXIII","887003","888682","1","ORF"
"TCP1","chrIV","887232","888911","1","ORF"
"","chrXIII","887731","887925","-1","ORF"
"CSA1","chrXVI","888043","888708","-1","ORF"
"BIL1","chrXV","888520","888750","-1","ORF"
"IKI3","chrXII","888851","892900","-1","ORF"
"SKI6","chrVII","888882","889622","1","ORF"
"PSE1","chrXIII","888952","892221","-1","ORF"
"DPB2","chrXVI","888974","891043","1","ORF"
"RRG7","chrXV","889022","889750","1","ORF"
"FYV8","chrVII","889733","892186","-1","ORF"
"UPC2","chrIV","889751","892492","1","ORF"
"MCH5","chrXV","889867","891432","-1","ORF"
"BET2","chrXVI","891101","892078","-1","ORF"
"","chrXVI","892313","892684","-1","ORF"
"PRP4","chrXVI","892332","893729","1","ORF"
"SNG1","chrVII","892497","894140","-1","ORF"
"SLY41","chrXV","892731","894092","-1","ORF"
"AHA1","chrIV","892875","893927","1","ORF"
"NIP1","chrXIII","892988","895426","-1","ORF"
"SWC7","chrXII","892992","893390","-1","ORF"
"VAC14","chrXII","893628","896270","1","ORF"
"HDA3","chrXVI","893797","895764","-1","ORF"
"","chrIV","894089","894502","-1","ORF"
"SNU66","chrXV","894624","896387","-1","ORF"
"YPP1","chrVII","894693","897146","1","ORF"
"ADR1","chrIV","895035","899006","1","ORF"
"UPA2","chrXIII","895716","896669","-1","ORF"
"AOS1","chrXVI","895961","897004","1","ORF"
"REH1","chrXII","896374","897672","-1","ORF"
"","chrXV","896698","897078","-1","ORF"
"NOP58","chrXV","896825","898360","-1","ORF"
"GLC8","chrXIII","896914","897603","-1","ORF"
"SEC23","chrXVI","897361","899667","-1","ORF"
"PMT6","chrVII","897502","899781","1","ORF"
"ELP6","chrXIII","898405","899226","1","ORF"
"RPS29A","chrXII","898651","898821","1","ORF"
"DGK1","chrXV","899056","899928","-1","ORF"
"SNR34","chrXII","899180","899382","1","snoRNA gene"
"TGL3","chrXIII","899379","901307","-1","ORF"
"RAD9","chrIV","899551","903480","-1","ORF"
"STE23","chrXII","899577","902660","-1","ORF"
"ELP2","chrVII","899904","902270","-1","ORF"
"SMX3","chrXVI","900194","900454","1","ORF"
"RPL20B","chrXV","900250","901194","-1","ORF"
"DPM1","chrXVI","900755","901558","1","ORF"
"PRE5","chrXIII","901709","902413","1","ORF"
"SPS4","chrXV","901858","902874","-1","ORF"
"GDB1","chrXVI","902044","906654","1","ORF"
"","chrVII","902520","903197","-1","ORF"
"","chrXIII","902800","903849","1","ORF"
"","chrXV","903043","903372","1","ORF"
"ECM19","chrXII","903066","903404","1","ORF"
"PCT1","chrVII","903474","904748","-1","ORF"
"CCW14","chrXII","903724","904440","1","ORF"
